"date","BCPBAB","BGVDEL","BGVFED","BGVFID","BGVLAB","BGVVAL","BHYAIM","BHYCOL","BINLOO","BMGLEX","BMMVAN","MBLAIM","MBLALL","MBLAMB","MBLCOM","MBLD.C","MBLEAV","MBLFID","MTRCAL","MTRPIL","MTRPUT","SAGAIM","SAGPUT","SAGVAL","SEIAMN","SEIFID","SEIOPP","SEISCO","SEIUNI","SGRMAT","SGRPHX","SGRSEL","SGRSEQ","SGRVAN","SINFID","SINSCD","SINTMP","SINTRP","SINUNI","SMKDFA","SMKVAN","SSS20C","SSSACN","SSSTRP","SSSVAN","S.P.500","CRSP.VW","CRSP.EW","CRSP.SC","TBILL","CORP.BD","GOVT.BD","MTG.BD","HIYLD.BD","FFMKT","FFSMB","FFHML"
199508,1.232,0.506,0.701,1.151,1.461,0.804,-0.328,0.163,3.26,0.855,0.47,1.357,0.597,1.342,1,1.422,1.793,0.227,1.096,-1.737,0.717,0.686,0.902,1.618,0.679,0.752,2.093,0.72,-0.82,1.717,1.493,0.372,2.906,-0.37,-1.158,-2.131,-2.236,-2.181,-2.903,3.581,0.265,0.489,1.06,3.247,2.152,0.35,0.684,1.201,1.546,0.464,1.499,1.411,0.919,0.617,1,1.58,1.48
199509,0.571,0.066,0.587,0.921,0.704,0.708,1.273,1.529,1.99,1.183,0.45,2.986,2.44,2.715,3.166,1.791,1.382,0.903,2.344,2.987,1.773,3.578,3.849,3.666,3.609,3.102,2.804,3.029,1.855,1.125,4.003,3.889,6.668,5.629,0.725,2.79,1.663,1.404,2.879,1.95,4.211,4.006,2.028,4.403,2.648,4.217,3.963,1.578,1.927,0.431,1.117,1.3,0.893,1.158,3.78,-2.1,-0.73
199510,1.212,0.399,1.072,1.548,1.074,0.804,1.161,1.218,1.15,0.722,0.46,0.218,0.129,-0.357,0.372,-1.352,0.124,-0.909,0.305,-0.207,-1.821,-2.59,1.257,-4.281,-0.524,-1.725,-1.375,-1.099,-1.187,-3.616,-2.121,0.357,-0.083,2.363,-1.274,-2.538,-2.535,-1.547,-4.198,-4.87,-0.364,0.9,-4.181,-0.232,-3.842,-0.345,-1.12,-3.368,-2.66,0.471,1.333,1.607,0.922,0.84,-1.07,-4.01,-0.77
199511,1.223,0.82,1.134,1.523,1.442,1.064,0.308,0.61,4.2,1.077,0.45,4.513,3.036,4.158,3.042,3.887,2.732,2.829,2.683,6.505,3.555,1.224,4.314,1.993,3.471,4.771,4.089,3.492,4.152,2.165,4.133,2.487,6.173,3.929,1.514,1.041,1.1,0.827,-0.674,1.922,4.38,0.963,2.861,3.391,3.937,4.44,4.744,3.294,2.714,0.411,1.956,2.202,1.171,0.914,4.33,-0.54,-0.8
199512,1.196,0.821,0.947,1.331,1.954,0.879,1.483,1.953,2.25,1.213,0.46,0.608,0.834,1.64,2.765,1.656,2.904,1.644,1.645,4.418,1.568,-2.899,1.164,-0.728,1.43,2.755,0.778,2.076,-1.205,-1.62,0.764,1.087,2.265,0.299,2.497,1.506,1.731,3.443,0.517,2.393,1.932,-2.944,1.727,3.07,2.242,1.78,1.965,2.203,3.395,0.488,1.576,1.791,1.239,1.594,1.42,0.46,0.69
199601,0.566,0.813,0.932,0.535,-0.185,0.798,1.686,1.776,2.55,0.374,0.45,1.821,3.049,1.555,2.826,1.722,1.595,0.888,1.417,3.757,1.956,0.8,0.984,1.232,2.656,3.216,2.747,3.198,3.108,5.197,3.328,2.874,4.518,4.029,0.279,1.578,3.268,2.944,1.823,0.285,3.385,0.536,1.618,0.293,-0.641,3.496,3.326,3.114,3.552,0.428,0.681,0.636,0.767,1.468,2.72,-2.23,0.02
199602,-1.943,-0.649,-1.064,-2.142,-2.244,-1.231,1.251,0.879,-2.23,-0.027,0.41,1.891,0.672,-0.162,-0.423,0.18,0.349,-1.833,-0.292,-0.733,2.272,4.98,3.442,2.737,0.388,0.971,1.07,0.246,1.875,2.695,0.437,2.793,2.498,3.118,-0.222,0.878,0.844,0.794,0.597,3.693,0.924,4.952,3.907,4.134,4.413,1.01,1.185,1.475,0.878,0.391,-2.249,-2.896,-0.793,0.618,1.67,2.22,-2.6
199603,-0.684,0.01,-0.587,-0.838,-0.789,-0.808,-0.325,-0.882,0.53,0.038,0.42,-0.07,-1.336,1.274,0.169,1.133,0.728,-0.806,-0.746,1.662,1.334,-0.126,1.632,-0.651,2.422,1.872,0.706,1.187,1.84,0.292,0.277,1.087,0.562,-0.366,1.67,2.031,0.523,1.891,1.186,2.283,0.977,-3.593,1.95,1.822,2.277,0.962,1.256,2.158,1.819,0.394,-0.877,-1.025,-0.34,-0.5,1.17,1.32,1.61
199604,-0.078,-0.109,-0.326,-0.783,-1.26,-0.183,1.102,0.597,1.92,0.424,0.41,2.272,-0.136,0.489,0.641,1.831,0.723,0.305,0.099,0.424,1.971,6.095,4.818,3.933,1.602,1.241,0,0.391,1.618,2.762,1.737,2.688,-0.416,1.839,2.519,3.369,2.601,3.094,2.11,8.482,1.456,4.782,5.328,7.431,6.509,1.525,1.31,2.931,3.088,0.458,-1.008,-1.707,-0.462,-0.028,2.52,5.08,-4.69
199605,-0.079,-0.003,-0.121,-0.164,-0.511,-0.091,0.993,0.747,0.6,-0.413,0.43,2.962,0.613,1.182,1.486,0.67,1.133,0.683,1.057,0.964,1.595,3.17,3.359,1.204,1.328,1.251,1.77,3.309,1.847,2.405,1.087,3.49,-1.873,2.935,0.107,-0.317,1.014,-0.3,2.296,7.49,2.544,4.779,3.567,2.348,4.677,2.523,2.24,2.377,3.291,0.398,-0.025,-0.588,-0.131,0.56,2.82,2.62,-2.16
199606,1.258,0.553,0.929,1.176,1.861,0.927,0.358,-0.001,2.294,0.819,0.42,-0.146,-0.745,0.347,0.596,-0.33,0.837,0.759,-0.824,-0.358,-1.142,-3.84,-2.794,-3.739,-0.775,0.124,0.097,1.253,-1.596,-3.315,0.436,-1.349,0.143,2.193,0.694,0.976,0.502,1.129,0.788,-5.819,0.383,-2.675,-1.941,-3.463,-5.212,0.413,0.191,-0.947,-1.403,0.4,1.392,1.454,1.277,0.767,-0.68,-3.39,2.72
199607,-0.072,0.441,0.266,0.259,-0.114,0.277,0.254,0.601,-0.17,0.211,0.43,-4.348,-3.844,-1.867,-2.586,-2.535,-3.321,-2.347,-1.925,-1.019,-3.165,-8.946,-7.742,-5.945,-2.658,-3.402,-2.019,-2.817,-4.715,-5.286,-5.182,-5.47,-0.572,-4.764,-2.332,-3.592,-2.697,-3.125,-3.128,-9.431,-4.42,-8.879,-5.158,-9.205,-7.963,-4.448,-4.52,-4.808,-4.519,0.45,0.21,0.053,0.397,0.649,-5.45,-3.81,4.27
199608,-0.079,-0.124,0.072,-0.294,-0.53,-0.092,1.745,1.805,1.08,0.201,0.43,3.788,1.927,1.399,1.363,2.055,2.141,1.163,1.523,2.635,3.469,6.053,4.387,4.068,1.408,2.365,1.792,1.884,3.109,2.564,2.794,3.074,3.046,1.938,1.248,1.19,2.361,1.613,2.999,4.758,2.096,2.552,3.825,7.282,5.16,2.199,2.726,3.908,3.09,0.412,-0.228,-0.514,0.017,1.035,3.18,2.7,-1.11
199609,1.253,1.022,1.319,1.581,2.273,1.657,2.782,2.679,3.03,1.241,0.42,5.32,3.93,3.158,3.545,2.73,3.148,3.251,4.957,6.287,3.605,7.32,6.882,2.044,3.057,3.645,3.266,4.623,5.84,2.794,3.781,6.667,4.915,7.206,2.412,2.179,1.103,2.268,1.344,2.913,5.606,10.633,3.684,6.877,4.519,5.61,4.858,2.778,2.009,0.438,2.03,2.28,1.681,2.345,5.37,-0.96,-3.9
199610,2.583,0.794,1.614,2.21,2.234,2.028,0.764,0,2.41,2.05,0.44,1.395,1.965,1.973,1.378,1.89,1.995,3.228,1.277,1.004,0.759,-1.811,-2.621,-2.062,0.945,3.072,4.393,3.694,0.737,-2.146,1.973,0,3.643,0.99,-0.105,-0.213,1.21,-0.443,-0.663,-1.749,2.756,0.613,-0.508,-2.906,-2.153,2.699,1.999,0.539,0.916,0.425,2.656,2.972,1.943,1.147,1.34,-3.85,3.56
199611,1.208,0.329,1.11,1.637,1.813,1.716,2.004,1.912,3.14,0.961,0.42,3.851,4.252,4.27,4.555,6.079,4.557,4.873,4.414,5.967,4.096,4.984,4.447,3.249,5.657,6.222,6.188,5.248,8.293,3.07,5.024,6.67,5.699,7.187,4.976,4.615,3.764,4.529,6.007,2.881,7.564,6.741,2.806,2.993,1.75,7.653,6.714,4.157,2.962,0.394,2.013,2.651,1.376,1.915,6.79,-3.32,0.82
199612,-0.729,0.564,-0.577,-1.02,-0.784,-1.071,1.867,1.53,-0.92,-0.352,0.43,-0.64,-1.06,-1.031,-0.528,-1.327,-0.843,-0.95,-2.013,-2.763,-0.003,-2.16,-3.63,1.496,-0.448,-1.017,-1.291,-0.229,-2.599,-0.461,-1.513,-2.5,-1.938,-2.283,0.935,1.197,2.326,0.748,1.758,2.044,-1.973,-5.663,1.914,-0.408,0.981,-1.985,-1.356,1.043,2.388,0.44,-1.2,-2.122,-0.441,0.792,-1.22,3.23,0.62
199701,0.549,0.91,0.378,0.108,-0.601,0.274,1.255,0.865,-1.21,0.862,0.44,3.114,3.736,2.955,2.463,2.273,4.203,2.841,2.087,3.03,3.051,4.394,4.467,1.874,2.874,3.829,3.612,3.928,5.864,3.404,4.359,5.983,5.71,5.602,-0.767,-0.904,1.351,-1.087,0.853,4.196,6.232,8.9,3.524,2.48,1.077,6.314,4.961,3.509,3.465,0.401,0.259,-0.009,0.847,0.755,5.47,-0.84,-2.4
199702,-0.098,0.438,0.047,0.067,0.266,0.365,1.551,2.17,1.64,-0.086,0.39,-1.11,-2.119,1.589,1.099,0.539,0.226,1.036,-0.454,1.207,0.716,-4.399,-3.207,-2.87,0.31,1.597,2.615,0.137,-0.804,0.47,-2.357,-0.645,0.524,0.718,1.186,1.337,1.048,1.392,2.008,-2.057,0.789,-4.838,-1.285,-6.006,-3.143,0.775,1.078,0.455,0.648,0.379,0.25,-0.215,0.109,1.702,-0.03,-3.02,4.89
199703,-0.783,-0.002,-0.577,-1.08,-1.699,-1.149,-2.557,-1.986,-0.89,-1.173,0.44,-3.572,-2.332,-2.009,-1.785,-1.668,-2.976,-2.572,-3.193,-1.753,-2.391,-6.347,-6.135,-3.561,-2.975,-3.075,-4.274,-3.67,-3.656,-3.276,-3.177,-6.331,-3.756,-5.426,0,0.649,1.037,-0.289,0.415,-4.899,-4.136,-5.703,-4.554,-8.155,-5.522,-4.165,-4.025,-2.975,-2.636,0.431,-1.362,-1.925,-0.827,-1.031,-4.5,-0.94,3.52
199704,1.2,0.68,1.049,1.405,1.896,1.216,0.145,1.019,-0.49,1.696,0.43,1.92,2.452,2.529,1.813,2.861,3.436,2.481,3.154,3.712,1.572,1.652,4.248,1.1,1.284,3.064,3.013,1.378,6.56,0,3.85,4.159,7.065,6.7,0.102,1.144,0.56,0.652,-1.135,-2.76,5.956,6.047,0.545,-1.765,-1.085,6.033,4.602,0.906,-0.465,0.431,1.395,1.904,1.52,0.714,4.5,-5.36,-0.9
199705,0.53,0.465,0.674,0.782,0.675,0.832,2.64,2.476,2.29,0.932,0.45,6.158,4.569,3.936,4.452,4.474,4.385,4.979,4.931,5.299,4.935,10.083,8.464,9.324,5.584,6.667,4.427,7.173,6.269,5.484,6.15,5.491,6.216,6.515,4.987,5.821,3.34,6.407,5.741,10.218,6.088,7.077,7.932,11.839,10.64,6.149,6.244,7.299,6.177,0.426,1.131,1.119,0.932,2.023,7.18,5.85,-3.28
199706,1.212,0.471,0.848,1.067,1.471,1.189,1.571,1.43,2.238,1.052,0.43,4.596,4.377,3.236,3.011,3.256,3.027,3.447,2.64,4.052,3.085,3.293,3.757,6.254,3.53,4.429,3.468,4.121,4.836,4.128,4.006,3.943,6.834,2.69,4.411,5.188,3.411,4.465,5.142,4.979,4.454,4.909,4.585,4.064,4.404,4.428,4.729,4.891,5.646,0.374,1.425,1.749,1.152,1.688,4.47,1.91,-0.64
199707,2.493,0.124,1.915,2.843,2.646,2.855,2.47,2.562,1.09,2.672,0.45,7.116,8.016,5.016,4.875,6.37,6.328,6.045,7.002,6.91,5.38,10.7,8.579,8.696,6.412,7.217,7.97,5.461,8.964,4.993,7.129,7.587,5.949,6.997,2.553,3.958,2.778,2.461,6.88,6.051,7.966,10.979,5.123,5.767,5.01,8.081,7.11,5.39,4.252,0.429,3.576,4.03,1.85,2.29,7.77,-2.04,-1.01
199708,-0.781,0.807,-0.474,-1.091,-1.274,-1.164,0.537,0.277,-1.16,-0.181,0.45,-1.671,-2.288,-2.388,-3.242,-2.101,-4.15,-2.971,-2.612,-4.928,-1.115,-1.456,-3.181,3.385,-2.465,-4.228,-3.486,-1.525,-4.917,-3.497,-5.188,-7.193,-8.555,-6.975,-6.021,-8.646,-3.716,-9.229,-7.496,5.089,-5.609,-6.861,0.463,0.086,1.44,-5.521,-4.443,-0.075,1.613,0.406,-1.427,-2.031,-0.179,0.252,-3.75,7.25,1.59
199709,1.837,0.456,1.03,1.558,1.856,1.722,2.632,2.381,2.03,1.616,0.43,5.628,5.457,3.27,4.046,3.579,4.013,4.784,3.456,6.203,4.603,4.904,6.465,8.512,6.201,5.498,4.891,4.46,4.096,1.739,6.377,4.559,7.701,3.605,6.407,6.524,5.614,6.685,7.912,8.437,5.469,5.592,7.67,7.465,7.805,5.396,5.742,5.677,5.968,0.458,1.73,2.241,1.192,1.75,5.72,2.74,-0.62
199710,1.168,0.114,1.134,1.53,1.445,1.81,-0.059,-0.003,-1.38,1.058,0.45,-1.128,-0.302,-1.613,-1.285,-1.989,-0.857,-2.021,-1.462,-1.694,-2.723,-6.404,-3.285,-5.595,-3.654,-3.507,-1.566,-3.299,-4.575,-5.698,-1.277,-3.488,0.044,-1.914,-5.478,-6.965,-7.413,-7.702,-5.124,-3.857,-3.35,-6.248,-2.946,-4.671,-4.623,-3.267,-3.011,-3.87,-3.542,0.391,1.245,2.477,1.075,0.804,-3.37,-0.6,2.71
199711,0.5,0.061,0.077,0.484,0.659,0.356,0.828,0.831,-0.31,0.244,0.44,0.076,1.028,1.639,2.232,1.116,1.518,1.805,0.989,1.07,0.603,-1.163,2.11,1.336,2.172,3.361,3.043,3.615,2.348,2.417,1.006,3.2,4.311,4.505,-0.383,-0.059,-1.069,-0.283,0.372,-1.548,4.599,2.062,0,-0.796,-1.781,4.635,3.753,0.091,-1.245,0.377,0.536,0.118,0.339,0.508,3.43,-5.07,0.87
199712,1.147,0.432,0.844,0.982,1.553,0.62,0.951,1.133,-1.44,1.119,0.46,1.566,2.259,1.404,0.955,1.052,1.118,1.884,1.419,2.304,0.762,-1.271,2.358,1.043,2.032,2.495,3.255,2.56,0.575,3.431,1.169,0.829,5.839,1.479,0.685,0.879,0.187,0.516,1.688,-1.707,1.725,1.28,2.298,0.878,0.777,1.727,2.513,1.553,1.858,0.463,1.068,1.481,0.915,1.047,1.82,-2.02,3.16
199801,1.134,0.669,1.41,1.484,0.538,1.252,1.811,2.073,2.2,1.056,0.45,0.621,-0.067,0.064,0,0.075,1.149,1.113,0.982,-1.673,0,-1.895,-0.21,0.276,-0.445,-0.401,-0.623,1.591,1.845,0.148,-0.352,3.454,1.162,2.892,0.914,2.383,0.402,3.428,2.407,-0.594,1.11,1.758,-1.766,-1.545,-2.676,1.203,-0.05,-0.233,0.795,0.42,1.22,2.111,0.93,2.263,0.5,-0.79,-1.33
199802,-0.127,0.347,-0.327,-0.274,0.153,-0.265,0.721,1.913,1.9,0.083,0.41,4.472,4.637,3.522,3.564,3.277,5.155,4.016,4.361,6.872,4.366,9.66,8.469,9.711,6.476,6.475,4.526,5.686,7.581,8.593,6.484,7.79,7.278,7.823,5.483,6.853,5.405,5.98,6.731,6.49,7.192,7.451,7.31,10.288,8.547,7.202,6.876,5.877,3.996,0.385,-0.046,-0.775,0.304,0.676,7.44,-0.21,-0.9
199803,0.497,0.395,0.271,0.281,0.154,0.172,1.207,1.228,-1.14,0.606,0.45,3.293,2.896,2.934,2.016,3.088,3.587,3.637,3.847,4.532,3.601,3.418,5.917,6.968,4.508,5.04,3.728,4.14,4.742,2.183,4.805,4.277,9.711,4.114,5.341,4.016,4.653,3.603,9.61,4.812,5.104,6.03,6.253,4.269,4.023,5.14,5.436,4.218,3.16,0.449,0.505,0.254,0.392,1.08,5.15,-1.38,0.77
199804,-0.102,-0.035,0.446,0.361,0.538,0.269,0.233,0.27,1.31,0.327,0.43,0.934,0.376,0.606,0.671,1.175,1.364,0.667,1.746,0.703,0.57,2.385,-0.275,1.174,-0.202,-0.035,0.324,0.752,2.116,1.202,3.004,2.122,0.796,2.383,2.49,2.036,0.544,0.853,3.562,1.683,1.008,1.453,1.471,-0.607,-0.28,1.133,0.951,0.177,0.22,0.431,0.62,0.332,0.56,0.543,1.23,0.54,0.12
199805,1.776,0.755,0.646,0.983,0.929,0.985,-0.058,0.135,-0.32,0.803,0.44,-2.49,-0.313,-1.154,-1.599,-1.303,-2.075,-0.241,-2.059,-1.396,-1.44,-4.792,-3.489,-4.756,-1.313,-1.27,-0.645,-2.166,-1.509,-4.354,-2.916,-3.047,-0.332,-1.532,-0.221,2.73,-4.152,-0.651,3.704,-4.966,-1.744,-1.713,-3.78,-6.674,-6.188,-1.768,-1.877,-3.389,-3.238,0.381,1.135,1.009,0.701,0.267,-2.6,-3.53,2.84
199806,0.487,0.304,0.533,1.071,0.925,0.709,-0.55,0.272,-2.033,0.326,0.43,1.843,1.265,0.123,0.757,0.377,1.063,1.879,2.452,0.708,-0.289,4.089,5.852,6.09,1.263,1.197,1.634,2.073,2.244,0.552,4.447,4.571,7.52,6.403,-0.31,1.194,-3.861,-0.065,1.115,-2.059,4.072,7.256,2.14,2.738,0.158,4.101,2.547,-1.373,-1.779,0.402,0.681,1.355,0.442,0.223,3.69,-3.83,-4.1
199807,-0.158,0.402,0.448,0.081,0.151,0.179,0.338,1.1,0.91,0.712,0.44,-1.909,-0.622,-1.351,-3.992,-3.199,-1.157,-0.597,-1.146,-1.465,-2.11,-3.694,-4,-4.133,-1.694,-2.308,-1.288,-4.325,-0.672,-3.429,0.341,-0.546,-4.667,-0.591,1.865,1.252,-1.175,1.507,4.304,-6.71,-1.054,0.65,-5.665,-6.205,-7.007,-1.03,-2.558,-4.713,-3.735,0.387,-0.037,0.036,0.494,0.8,-2.03,-4.63,-2.39
199808,1.127,0.176,1.945,2.088,1.696,2.052,-6.946,-6.61,-5.92,0.71,0.45,-11.454,-10.144,-6.454,-10.359,-8.024,-8.822,-9.004,-9.481,-15.241,-11.875,-19.282,-18.352,-18.922,-11.755,-15.712,-10.307,-15.33,-10.823,-13.636,-16.736,-14.286,-13.791,-14.116,-18.221,-12.957,-16.452,-12.912,-14.239,-20.104,-14.474,-18.257,-18.244,-22.349,-19.339,-14.363,-14.72,-16.552,-14.696,0.401,0.199,3.693,0.907,-6.703,-15.55,-6.57,6.62
199809,2.386,-0.176,2.271,2.529,2.061,2.454,-2.551,-0.844,4.28,1.535,0.43,4.856,4.804,4.433,4.403,3.416,5.164,5.721,4.53,6.395,2.071,8.553,6.938,8.936,6.507,5.737,3.994,1.843,4.68,4.276,9.12,6.09,6.334,6.094,-0.853,-2.882,0.237,-2.372,-7.547,3.688,6.411,7.217,4.366,8.52,8.71,6.331,4.936,4.679,3.948,0.388,3.163,5.273,1.196,1.233,6.55,-0.53,-3.62
199810,-0.77,1.307,0.33,-0.507,-0.982,-0.433,-3.199,-1.753,5.7,-0.467,0.43,2.945,6.283,4.759,6.373,4.389,3.013,4.431,1.757,8.917,3.354,5.102,6.434,3.661,4.971,7.601,4.372,6.017,4.364,8.517,3.742,7.855,11.376,7.016,6.129,7.017,10.527,9.263,5,3.556,8.164,4.019,5.046,7.197,6.827,8.171,8.164,5.592,1.957,0.335,-1.159,-1.032,-0.11,-1.375,7.28,-2.36,-0.12
199811,0.478,1.082,-0.424,0.06,0.921,-0.261,4.825,6.53,4.12,0.637,0.41,4.175,2.316,2.271,4.779,3.751,2.882,3.786,4.361,4.548,5.342,6.068,6.599,8.306,3.552,4.516,3.919,5.503,3.949,5.523,6.012,6.937,2.906,7.253,6.028,3.407,3.382,4.795,4.276,7.576,6.072,6.182,4.109,5.258,6.27,6.261,5.338,4.097,3.82,0.323,1.723,-0.661,0.464,5.02,6.28,1.16,-3.63
199812,0.472,2.021,0.308,0.161,0.045,0.353,-0.578,-0.513,-0.36,0.959,0.41,5.793,4.324,1.381,1.25,0.187,2.165,4.009,5.863,4.447,2.34,11.949,11.685,13.567,1.036,3.294,1.206,2.411,4.479,4.232,11.196,7.691,4.995,8.669,3.515,3.757,-1.986,3.354,3.065,2.515,5.805,11.386,7.821,10.417,8.603,5.996,4.864,1.352,2.044,0.378,0.293,0.965,0.501,-0.072,6.55,0.98,-8.31
199901,0.453,0.518,0.386,0.659,0.919,0.704,1.186,1.528,1.98,0.586,0.41,2.409,0.793,0.381,1.019,0.399,0.983,3.117,1.612,1.29,2.367,1.737,5.018,3.277,-2.106,-0.162,-1.053,1.491,1.729,5.303,4.424,2.965,-6.472,5.415,1.53,2.423,-1.669,-1.201,5.076,2.788,4.204,7.064,-0.059,1.2,0.529,4.349,1.261,-0.801,0.26,0.349,1.069,0.329,0.687,1.498,3.8,0.66,-3.89
199902,-1.491,-0.735,-1.676,-2.329,-1.751,-2.01,-0.182,0.188,-1.38,-0.234,0.36,-4.012,-3.277,-1.255,-3.833,-1.329,-2.03,-1.482,-2.635,-1.698,-3.067,-7.214,-4.648,-5.525,-1.385,-1.1,-1.135,-6.927,-3.268,-2.878,-4.557,-2.88,2.207,-4.934,-2.591,-3.849,-0.848,-1.891,-5.024,-6.872,-3.124,-2.74,-4.513,-10.246,-8.893,-3.191,-2.415,-4.086,-4.467,0.337,-2.296,-4.401,-0.37,-0.84,-3.86,-4.93,0.66
199903,0.462,0.799,0.752,0.377,0.502,0.981,1.424,1.927,3.29,0.507,0.39,4.219,2.91,2.093,2.165,3.785,0.127,3.609,3.049,4.25,2.12,4.547,5.74,7.238,2.845,3.707,1.354,2.323,3.375,5.333,3.842,3.504,1.401,3.593,4.255,4.399,8.924,4.474,0.305,-3.786,3.996,5.921,1.057,2.406,1.559,3.934,2.888,1.543,-0.336,0.408,0.775,0.863,0.689,0.845,3.86,-5.1,-1.71
199904,0.462,0.125,0.18,0.363,0.11,0.09,2.1,1.754,3.9,0.601,0.38,1.391,4.037,5.573,5.72,7.294,4.188,4.965,0.33,4.54,5.81,3.386,3.102,2.484,8.625,8.834,3.712,3.602,3.932,4.501,-0.934,1.693,5.28,-0.797,3.896,5.832,13.468,3.821,0.71,9.485,3.852,-0.516,8.185,3.823,7.469,3.749,5.298,9.771,9.744,0.378,0.307,-0.347,0.492,2.094,4.29,0.79,7.35
199905,-0.808,-0.547,-0.932,-1.043,-0.665,-0.984,-1.759,-1.886,-2.45,-0.471,0.39,-1.989,-0.445,0.538,0.913,-0.297,-2.625,-1.614,-2.181,-2.857,-0.243,-0.45,-2.8,-0.263,-2.259,-2.826,-1.308,-1.116,-2.396,-0.808,-2.139,-2.817,-5.059,-3.367,-4.509,-5.19,-4.55,-4.569,-3.223,3.871,-2.389,-2.537,1.593,4.126,4.216,-2.315,-1.88,1.023,1.448,0.346,-1.323,-2.253,-0.672,-1.571,-1.78,3.48,4.87
199906,-0.831,-0.316,0.288,-0.349,-0.671,-0.443,-0.532,0.595,-1.099,-0.178,0.38,3.16,2.63,1.4,2.387,2.751,3.27,1.539,3.66,4.059,2.827,7.032,7.61,8.769,3.143,4.561,2.236,2.795,3.499,4.478,6.595,7.378,-0.718,7.397,5.984,7.321,6.736,3.856,3.904,5.679,5.556,5.15,5.343,6.86,5.518,5.487,4.254,3.368,3.587,0.41,-0.569,-0.715,-0.229,-0.224,5.32,3.61,-5.01
199907,-0.164,0.018,-0.175,-0.44,-0.681,-0.46,0.399,0.288,0.48,-0.323,0.4,-1.33,-2.19,-1.861,-2.476,-1.894,-2.558,-1.85,-2.131,-2.261,-1.39,-3.014,-3.076,-0.583,-3.577,-2.872,-3.095,-3.52,-1.877,-2.208,-3.858,-3.313,-2.362,-3.619,3.794,4.234,1.068,1.921,3.811,0.924,-3.13,-3.301,1.452,-1.196,-0.321,-3.019,-3.472,-1.569,-0.84,0.366,-0.531,-0.417,-0.685,0.217,-2.98,2.42,-0.29
199908,-0.828,0.028,0.221,-0.027,-0.688,-0.092,-1.486,-0.451,-1.18,-0.483,0.41,-1.141,-1.663,-1.11,-2.995,-1.036,-2.45,-1.085,-1.573,-1.676,-1.798,-0.528,-1.072,-0.928,-1.134,-2.807,-3.265,-4.923,0.765,1.328,0.217,1.523,-5.662,0.777,2.72,2.621,0.768,0.942,0.29,-1.913,-0.497,-0.385,-2.916,-2.744,-4.409,-0.498,-2.231,-3.46,-2.802,0.388,-0.133,-0.452,-0.059,-1.19,-0.6,-1.37,-1.75
199909,1.168,0.77,0.887,1.021,1.757,1.199,-1.28,-0.454,0.72,1.366,0.41,-0.014,-2.678,-2.308,-3.826,-2.453,-1.546,-1.48,-0.713,-2.773,-1.609,0.781,1.708,2.12,-4.253,-3.369,-3.543,-2.765,-2.791,-4.325,-1.046,-1.75,-7.041,-1.978,2.772,2.189,-2.288,0.685,1.445,-2.205,-2.739,-1.133,-0.546,-0.124,0.808,-2.78,-3.043,-2.907,-2.08,0.371,1.046,1.203,1.705,-0.755,-2.36,3.02,-4.12
199910,0.513,0.281,0.046,0.199,0.121,0.185,-1.062,0.152,-0.4,-0.339,0.43,4.797,3.091,-0.128,2.598,0.964,2.094,0.592,2.676,5.279,3.053,7.409,8.644,6.663,0.547,3.98,2.533,7.078,4.83,3.836,7.948,4.198,10.56,8.65,4.67,4.32,-0.028,3.214,8.927,-0.867,6.326,8.916,3.02,2.036,2.689,6.456,5.766,-1.611,-3.881,0.358,0.351,-0.611,0.53,-0.683,6.16,-6.73,-4.72
199911,-0.167,0.177,-0.054,-0.129,0.119,0.185,1.94,1.694,-0.71,0.122,0.42,3.635,0.456,-0.639,1.095,0.837,0.761,-0.196,1.424,1.104,1.679,8.802,8.748,9.144,-1.161,-1.202,-2.096,-0.223,2.491,4.749,5.539,5.291,-6.313,3.281,9.308,8.573,4.93,6.946,15.083,9.711,2.023,5.106,7.09,8.51,8.44,2.1,0.926,1.069,1.34,0.381,0.166,-0.659,0.082,1.567,3.31,6.76,-9.6
199912,-0.141,-0.083,-0.415,-0.535,-0.219,-0.468,1.421,0.888,0.81,-0.554,0.45,7.009,1.467,0.973,2.46,2.83,1.538,2.709,3.383,2.846,7.001,16.884,18.671,18.68,-0.014,0.978,-0.446,4.302,5.547,2.318,11.173,12.094,-2.173,7.081,13.09,15.185,8.626,12.971,17.003,11.365,6.733,15.387,10.532,16.062,16.733,6.307,3.303,3.07,3.194,0.376,-0.445,-1.24,-0.326,0.841,7.58,4.38,-11.59
200001,-0.811,-0.315,-0.511,-0.119,-0.704,-0.564,-0.447,-1.378,-2.53,-0.619,0.46,-0.979,-2.423,-3.121,-3.645,-3.242,-2.02,-2.344,-3.31,-5.105,-1.709,-1.777,-3.004,-2.805,-3.36,-4.712,-1.524,-6.431,-0.738,-2.699,-5.297,-4.872,-3.984,-5.559,-4.784,-7.492,-7.398,-5.991,-5.214,5.948,-5.032,-6.313,-2.428,-0.109,0.146,-4.94,-4.222,-1.877,0.95,0.434,-0.259,-0.98,-0.767,-0.827,-4.26,3.34,-1.36
