date,rf,rm,ABC,DEF,GHI,JKL,MNO,PQR,STU,VWX,XYZ,ZAB
1/29/1993,0.004365079,0.111061592,3.050288613,0,-3.343465045,0.686106363,-2.060273971,0,2.351834446,-1.145038168,0,0
2/1/1993,0.004761905,0.825387753,0,-0.530222669,1.991614246,-2.214650791,-0.693745108,0,2.297794132,2.50965251,0,1.426174485
2/2/1993,0.004761905,0.162131233,-2.000000056,1.385927509,1.02774923,1.567944259,2.81690141,2.290076367,0,-0.376647834,0,0
2/3/1993,0.004761905,0.936356715,1.061224536,4.100946346,0,0,0,2.238805959,-1.168014404,1.323251418,1.293103453,0.661703908
2/4/1993,0.004761905,0.563582122,-2.019386164,-15.75757573,-0.305188196,-3.602058319,-2.739726029,1.459853994,3.454545408,5.037313433,3.829787218,2.793755113
2/5/1993,0.004761905,-0.277613929,0.989282782,-1.0791367,-1.122448993,-1.423487579,-8.45070423,-0.719424431,0,-1.065719361,0,0.63948843
2/8/1993,0.004761905,-0.177841644,-0.979591849,0,-0.515995852,1.444043357,-4.615384618,0,-5.536028091,0.897666068,0,1.350277988
2/9/1993,0.004761905,-0.626032243,0,-4.72727274,-1.0373444,-0.71174379,-3.225806454,0,-2.32558141,-2.31316726,3.278688527,3.291536049
2/10/1993,0.004761905,0.232269382,0,2.798982203,0.733752605,-2.150537626,6.666666671,1.449275342,0,1.821493625,0,-2.503793655
2/11/1993,0.004761905,0.292426731,-1.071722967,-2.227722792,0.520291364,-3.113553096,-1.562500001,0,2.380952397,1.788908766,-0.39682538,3.26848249
2/12/1993,0.004761905,-0.566389973,0,-0.506329108,1.449275372,0,-3.961904768,0,0,-2.811950791,-0.398406385,-0.678221523
2/16/1993,0.004761905,-2.554798263,-6.250000015,-6.615776055,-0.408163274,0,-4.13856935,-0.714285724,-5.767441875,-3.435804702,-0.799999994,-1.213960534
2/17/1993,0.004761905,-0.397209053,1.155555606,-1.771117171,0,1.512287307,6.896551729,0.71942447,2.467917094,-1.685393258,0,3.22580645
2/18/1993,0.004761905,-0.137904824,2.108963032,3.051317581,1.844262293,-4.469273725,0,0,-2.408477857,-0.761904762,-0.403225817,-1.264880992
2/19/1993,0.004761905,0.432934426,0,0.538358002,0.804828971,2.339181277,-3.225806454,1.428571448,3.652517276,0.575815739,0.809716621,3.165033911
2/22/1993,0.004761905,-0.117930378,-2.065404417,-4.685408274,1.596806401,0.76190478,-5.000000004,0,1.238095269,0.190839695,-3.614457843,2.483564676
2/23/1993,0.004761905,-0.027996077,1.054481473,0.702247208,0.687622795,0,-1.754385966,-0.704225362,2.351834446,-4,-0.833333327,2.993585173
2/24/1993,0.004761905,1.391593739,4.347826128,2.370990235,0,3.213610567,3.571428574,0.709219868,0,2.182539683,2.521008383,2.906574393
2/25/1993,0.004761905,0.402809106,3.166666692,-1.771117171,-0.682926834,1.465201438,1.724137932,-0.704225362,1.102941161,0.582524272,-0.409836048,-1.681237399
2/26/1993,0.004761905,0.322519034,0.969305343,4.160887659,1.375245569,1.444043357,4.244067796,2.836879432,-5.63636365,-0.579150579,1.646090521,1.162790689
3/1/1993,0.004365079,-0.128916898,-0.960000011,-1.065246373,-0.872093013,3.024911014,-4.071279916,-1.379310364,-6.069364157,1.165048544,2.024291496,3.448275881
3/2/1993,0.004365079,1.157649542,-1.050080821,2.288021534,1.661779068,-3.626943005,-0.84067797,0.699300709,2.564102611,3.262955854,0.793650815,-3.856209141
3/3/1993,0.004365079,0.492207369,1.061224536,-0.526315784,0.192307696,-0.716845896,-2.570764391,0.694444454,-1.200000082,0,0,0.543847694
3/4/1993,0.004365079,-0.358356352,5.977382855,0.529100523,0,1.444043357,0,1.379310326,1.214574983,0,2.755905503,0
3/5/1993,0.004365079,-0.128916861,1.905487785,1.184210537,-0.671785033,3.024911014,0,-0.680272081,0,2.788104089,0,-2.298850557
3/8/1993,0.004365079,1.542779853,0.972326146,1.040312082,0,-1.554404154,0,0,4.999999931,1.265822785,1.149425291,0
3/9/1993,0.004365079,0.101051035,0.962962932,0,-0.966183557,10.17543861,1.754385966,-2.739726027,-2.380952397,-0.178571429,1.515151503,0.622837343
3/10/1993,0.004365079,0.482158692,0,-3.98970397,-0.195121955,7.961783471,-3.448275865,0.704225323,1.268292715,0.53667263,0.373134338,-1.788170529
3/11/1993,0.004365079,-0.338426088,-0.9537784,-1.206434327,-1.368523959,2.359881962,0,0,-2.408477857,-2.135231317,0.371747222,-0.560224107
3/12/1993,0.004365079,-0.706492539,0.962962932,2.442333807,-1.486620418,0,0,0.699300709,-1.283316815,-1.454545455,-0.37037038,-0.633802837
3/15/1993,0.004365079,0.321515802,0,3.443708618,0.804828971,-0.720461088,5.357142861,0,0,1.291512915,1.486988835,3.047484056
3/16/1993,0.004365079,-0.038992382,0,-1.152368768,0.898203602,8.417997106,5.925423737,0,3.799999948,-0.72859745,-0.366300351,3.438789563
3/17/1993,0.004365079,-0.676700036,-0.9537784,-2.202072538,-1.384767567,-5.488621126,-3.187404002,-1.38888887,-3.660886271,0.550458716,2.573529403,1.728723414
3/18/1993,0.004365079,0.643058819,0.962962932,2.913907253,0.20060181,-7.082153001,4.125347091,1.408450685,1.299999933,5.839416058,-0.716845872,1.633986936
3/19/1993,0.004365079,-0.438037815,-0.9537784,-2.831402801,0,-1.219512173,-3.174603177,0,1.184600182,0.172413793,0.361010815,-2.700964629
3/22/1993,0.004365079,-0.408164717,-0.962963005,-1.19205299,0.500500501,-10.33950619,-3.278688527,0.694444454,-2.43902431,1.549053356,1.438848934,4.428288131
3/23/1993,0.004365079,-0.058982579,-0.897531799,-0.536193024,0.996015938,-4.302926006,-1.694915255,0,-1.200000082,0.847457627,-1.063829791,0
3/24/1993,0.004365079,-0.148889099,0,1.752021568,0.690335311,3.057554001,1.724137932,-0.689655182,-2.53036434,-1.512605042,0,0
3/25/1993,0.004365079,0.653123612,0,0,1.077375116,7.155322826,-1.694915255,0,0,0.341296928,0,0.569620271
3/26/1993,0.004365079,-0.368319981,0,1.721854309,1.647286828,4.071661254,-3.448275865,0,-1.349948081,0,-1.792114693,3.209565782
3/29/1993,0.004365079,0.421887422,0.905660389,0.520833328,0.667302197,2.66040687,-1.785714287,0.694444454,2.631578954,1.19047619,1.094890515,0
3/30/1993,0.004365079,0.381726739,-1.869857871,-0.518134709,0.757575755,3.810975625,1.81818182,0.689655182,-1.230769235,-0.336134454,1.083032495,0
3/31/1993,0.004365079,0.161129633,1.905487785,2.213541665,1.691729322,-1.32158591,1.785714287,0.684931479,1.246105923,-1.517706577,1.071428575,-0.548780505
4/1/1993,0.004365079,-0.328459355,0,-1.65605096,-0.369685775,0,5.263157899,0,-1.230769235,0,2.8268551,-3.617412621
4/2/1993,0.004365079,-1.890893972,-3.664921469,-1.036269464,-0.927643786,-3.571428557,-1.666666668,-0.680272081,-2.596053994,-1.369863014,-1.718213057,0.381679401
4/5/1993,0.004365079,0.11106155,0,-0.654450232,0.936329589,-3.858024706,-2.535593226,-0.684931516,2.665245199,1.388888889,0.349650359,1.077313046
4/6/1993,0.004365079,-0.408164734,0,0.658761498,1.205936918,-2.728731927,-0.876460765,0.689655182,0,3.938356164,1.393728212,1.630094053
4/7/1993,0.004365079,0.311484116,0.93167703,3.403141371,-1.283226389,0,0,-0.684931516,-1.349948081,1.153212521,0.687285242,-0.555212849
4/8/1993,0.004365079,-0.208781763,0.923076934,2.151898733,-0.649953579,6.930693068,1.754385966,4.827586197,0,0,-1.70648464,-1.612903235
4/12/1993,0.004365079,1.228484698,1.905487785,0.619578702,1.962616818,2.46913581,1.724137932,-1.315789456,2.631578954,1.302931596,1.736111109,2.711223204
4/13/1993,0.004365079,0.341582083,-1.869857871,-2.216748788,-0.366636103,4.96987951,-1.694915255,0,2.564102611,-1.607717042,0,2.639656232
4/14/1993,0.004365079,-0.028995868,0.990853627,4.408060473,1.011959516,-4.73457675,-2.593103447,0,1.299999933,0.490196078,-1.70648464,-0.538277489
4/15/1993,0.004365079,-0.158873674,1.886792507,-0.482509042,0.728597447,-2.409638561,-0.877938265,1.333333315,1.184600182,-0.162601626,0.347222207,-2.525556222
4/16/1993,0.004365079,0.03100489,0,-0.606060621,1.808318266,2.46913581,-2.671428577,1.973684202,2.439024407,0.814332248,-0.692041517,5.243676742
4/19/1993,0.004365079,-0.328459469,-5.555555568,0,0.088809957,-2.409638561,4.579480413,-0.645161264,-1.142857128,-1.615508885,0.348432065,-5.509964846
4/20/1993,0.004365079,-0.487806254,-1.960784293,-0.975609746,-0.443655724,0,-2.624561409,1.948051939,-4.816955715,-1.806239737,-1.736111109,-2.109181125
4/21/1993,0.004365079,-0.15887373,-4.000000034,4.802955678,-0.891265598,2.46913581,3.603343906,1.273885333,3.744939273,-1.170568562,1.06007065,1.077313046
4/22/1993,0.004365079,-0.676699937,-3.166666692,0.470035247,-2.42805756,-4.969879561,-0.876460765,0.628930826,1.268292715,-1.184433164,0.349650359,-3.761755478
4/23/1993,0.004365079,-0.517655575,-1.03270225,-0.467836252,-0.276497693,2.694136331,-6.147368422,-0.625000009,-4.816955715,1.712328767,0.696864106,0.586319193
4/26/1993,0.004365079,-0.954416242,1.043478274,-1.057579328,1.478743063,0,-12.14296397,0,-5.060728709,-2.525252525,-0.692041517,-2.784974095
4/27/1993,0.004365079,0.834462399,2.151463057,-0.475059377,-0.819672121,-5.246913602,-2.127659576,0,-2.665245209,2.936096718,-1.742160277,-0.532977987
4/28/1993,0.004365079,0.161129627,2.190395886,-0.596658726,-2.387511492,5.537459308,8.695652182,0,-2.738225626,3.523489933,1.063829791,2.277294021
4/29/1993,0.004365079,0.221244422,-1.071722967,1.080432182,0.752587034,-7.716049412,6.000000005,0,4.166666667,0.486223663,-0.70175438,0.523903095
4/30/1993,0.004365079,0.391765406,-2.083333311,-2.019002374,0.840336124,11.03678934,0,-1.257861618,4.108108107,0,0,2.214983696
5/3/1993,0.004365079,0.532412282,1.021276608,1.57575758,0.370370378,-4.969879561,1.886792454,0,-3.946002076,1.774193548,0,1.083492662
5/4/1993,0.004365079,0.562576603,-1.010951992,1.551312653,0,-1.26782882,-4.62222223,0.636942684,1.405405408,0.633914422,0.353356875,0
5/5/1993,0.004365079,0.311484028,2.127659551,1.997649823,-1.19926199,4.012841107,4.846225544,0.632911366,3.9445629,-0.472440945,0,0.56746534
5/11/1993,0.004365079,0.311484123,3.201347931,-1.026225802,1.140684404,-2.40963855,12.96296297,2.53164557,-1.199999999,-0.637958535,2.836879427,2.740599092
5/12/1993,0.004365079,0.031004814,0,-0.921658979,-0.093984965,0,0,0.617283942,1.214574898,1.123595506,0,3.163771704
5/13/1993,0.004365079,-1.05341229,-2.040816301,-1.511627894,-0.65851364,5.092592559,-4.091803285,1.226993882,-1.199999999,-2.063492058,-0.689655153,2.58568854
5/14/1993,0.004365079,-0.018998271,-1.083333355,2.479338822,0.094696972,-7.342143901,0,0.606060598,1.214574898,-1.13452188,0.3472222,-0.996483011
5/17/1993,0.004365079,0.111061671,2.190395919,-0.460829489,-0.662251655,5.229794,-0.861479554,1.204819294,1.299999951,1.803278691,0,0
5/18/1993,0.004365079,0.081032857,-1.071722943,2.546296317,-0.285714293,-2.40963855,5.172413797,0,7.40375127,-2.898550727,-0.692041503,0.473653056
5/19/1993,0.004365079,1.370303739,1.083333274,0,1.337153771,2.469135798,6.557377054,0,0,-2.155887225,-1.74216029,0.530347676
5/20/1993,0.004365079,0.663189447,-2.143445966,0.451467265,-0.377002819,-2.40963855,0,2.380952381,-1.194852961,-0.677966104,1.063829794,0
5/21/1993,0.004365079,-0.746201995,-4.128053875,-2.471910132,-0.662251655,0,-4.615384618,1.744186023,-3.441860466,-2.730375437,-2.456140343,0
5/24/1993,0.004365079,0.291423816,1.054481495,-0.460829489,-0.47619047,1.234567872,1.612903227,-2.85714285,0,2.456140351,2.517985603,1.465416157
5/25/1993,0.004365079,0.291423816,0,-1.504629617,0,1.21951222,1.587301588,-1.176470572,3.564547207,-0.171232863,-1.052631586,0
5/26/1993,0.004365079,0.975729475,0,1.05757931,1.722488028,-2.40963855,1.562500001,0.595238087,2.325581406,2.22984562,1.063829794,3.986135181
5/27/1993,0.004365079,-0.138903485,0,-1.511627894,0.65851364,-2.623456816,0.763076927,1.183431937,3.454545485,-0.503355702,-1.403508781,-0.500000003
5/28/1993,0.004365079,-0.37828262,-1.043478211,-0.590318767,0.280373839,1.42630745,-0.757298159,-1.169590628,-4.39367313,-0.674536259,0,-2.847571183
6/1/1993,0.004365079,0.703462697,3.251318022,2.137767203,0.652376514,3.750000021,1.538461539,0,2.297794128,1.867572159,0.355871888,2.931034476
6/2/1993,0.004365079,0.061018603,2.12765963,0.465116275,-0.277777785,-4.969879539,-4.545454548,0.591715968,1.078167106,0,0.709219863,0
6/3/1993,0.004365079,-0.178839881,1.083333274,-1.041666658,0.27855154,5.229794,-1.587301588,0,-2.222222232,4.499999994,-1.408450714,-0.446677804
6/4/1993,0.004365079,-0.527603256,-2.143445966,-1.520467824,-0.277777785,-4.969879539,-1.612903227,-0.588235286,-2.272727283,-0.478468897,-1.071428554,0.953449216
6/7/1993,0.004365079,-0.636962767,-2.106149931,-0.475059378,-0.371402035,6.65610145,1.639344263,0,-2.325581406,0.641025644,0.361010833,-0.944444418
6/8/1993,0.004365079,-0.726349227,1.118760696,-1.073985671,-0.652376514,-3.714710249,-1.612903227,-0.591715968,0,-1.592356685,-1.079136698,-0.504767249
6/9/1993,0.004365079,0.271367573,-1.106382919,-1.568154432,2.345215749,2.469135798,3.278688527,0,-4.761904717,-0.161812303,0.363636366,0
6/10/1993,0.004365079,-0.098951044,-2.065404458,1.593137285,-1.008249304,-2.40963855,0,7.142857143,0,0.16207456,1.086956504,-1.465614444
6/11/1993,0.004365079,0.341582128,1.054481495,3.739445082,1.01851851,2.469135798,2.387301586,-2.222222222,1.299999951,-1.618122993,-0.358422917,-4.347826097
6/14/1993,0.004365079,0.141099395,-2.173913016,1.511627936,0,3.0120482,2.319236021,-0.568181841,0,-3.453947369,1.079136673,-2.033492805
6/15/1993,0.004365079,-0.118929215,-2.222222279,1.030927826,-1.283226396,-4.824561423,0,-0.571428564,-1.283316833,-1.873935248,0,-1.587301601
6/16/1993,0.004365079,0.151114031,0,-0.566893419,-1.021355609,2.6113671,-4.545454548,0.574712636,1.299999951,-1.909722225,-0.355871888,-4.776674945
6/17/1993,0.004365079,0.221244465,1.090909127,0.570125423,0,-2.544910153,3.961904768,0,-2.46791703,1.946902658,-0.35714286,-1.628664472
6/18/1993,0.004365079,-0.855321132,-1.079136726,0,-1.594746723,-2.611367153,-2.284108958,0,-3.846153849,-1.736111128,0.358422941,1.125827826
6/25/1993,0.004365079,0.35161673,0,0,-0.38131553,8.265802321,-2.349999998,-1.685393244,1.572739189,0.348432056,1.724137952,0
6/28/1993,0.004365079,0.96563243,4.388984533,1.482326109,1.722488028,0,1.61290322,0,4.903225821,1.388888889,-1.016949155,4.163775145
6/29/1993,0.004365079,-0.198802122,-1.071722945,4.044943809,0.282220139,-2.544910212,5.505165036,1.142857144,-3.075030762,-0.171232877,0.342465738,-0.532978008
6/30/1993,0.004365079,0.131085817,1.083333277,-2.375809939,1.688555337,5.069124443,-2.985074629,0.564971736,-1.649746194,1.372212694,3.071672363,-0.602813131
7/1/1993,0.004365079,-0.158873698,0,-5.420353969,1.937269371,0,-1.538461539,-1.123595476,-1.548387098,-2.368866329,-0.993377486,-0.539083593
7/2/1993,0.004365079,-0.438037815,-1.071722945,-0.935672535,-0.633484162,-9.795321668,0,0.568181803,-3.276539977,-2.426343155,-1.337792629,-0.609756058
7/6/1993,0.004365079,-0.726349192,1.083333277,-3.659976358,0.637522768,10.85899518,0,1.129943504,-5.149051484,-2.664298403,-0.33898306,-2.931152047
7/7/1993,0.004365079,0.121073238,0,3.799019576,-0.633484162,-7.309941519,0,0,1.857142847,2.189781023,-1.700680268,1.193820264
7/8/1993,0.004365079,0.945441319,-2.143445975,2.597402602,1.548269587,2.681387993,0,-0.558659234,1.683029455,3.571428573,-1.038062286,-4.094378926
7/9/1993,0.004365079,0.071025243,0,-1.611047165,-0.269058303,2.611367161,0,0.561797769,0,1.724137932,0.349650334,1.230101298
7/12/1993,0.004365079,0.191182428,1.095198007,-0.467836247,0.26978418,0,-1.562500001,1.117318437,3.448275865,-3.898305086,0.348432065,4.217298094
7/13/1993,0.004365079,-0.038992387,-2.083333381,0,-0.269058303,12.42514966,-4.761904765,0.552486173,3.333333336,1.058201059,0,1.783264744
7/14/1993,0.004365079,0.381726766,0,2.11515861,-0.359712222,-4.394141116,1.666666668,1.0989011,0,1.570680629,2.083333339,-0.539083593
7/15/1993,0.004365079,-0.198802095,1.021276616,2.416570788,1.895306857,1.114206097,-1.639344263,-0.543478246,1.677419356,-0.85910653,-1.020408166,-2.371273672
7/16/1993,0.004365079,-0.676700054,-2.106150007,-1.910112346,0.354295847,-5.78512395,-1.666666668,-0.546448103,-3.172588835,0.866551127,0.343642621,-2.914642636
7/19/1993,0.004365079,-0.138903398,-2.065404429,-1.030927842,0,0,0,-1.0989011,3.276539977,0.171821306,0,0
7/20/1993,0.004365079,0.251315275,-5.536028162,-0.462962994,0,-2.339181272,1.694915255,-0.555555541,1.522842641,3.430531734,1.027397263,3.002144417
7/21/1993,0.004365079,-0.078968809,-1.116278998,1.046511636,0.617828772,4.940119726,-1.666666668,0,0,0.497512438,0,2.428868798
7/22/1993,0.004365079,-0.557440491,0,0,-0.350877202,-4.707560597,-1.694915255,0,0,-1.980198021,-0.67796612,1.693766969
7/23/1993,0.004365079,0.452018462,0,0,0,0,0,-0.558659234,0,-0.673400674,-0.341296913,-7.928047979
7/26/1993,0.004365079,0.542466041,-2.445907872,0,0.352112686,2.395209566,0,-1.123595476,-1.500000001,1.186440678,-1.027397263,0
7/27/1993,0.004365079,-0.188821508,0,2.416570788,-0.350877202,-4.824561421,-3.448275865,0.568181803,3.172588845,-2.17755444,0,1.230101298
7/30/1993,0.004365079,-0.348391673,-2.410800354,0.44692735,-0.261551866,0,-4.615384571,-0.568181814,0,-0.660065994,0.346020746,-3.237410045
8/2/1993,0.004365079,0.411845746,-2.371541509,0,-0.699300699,0,0.799999933,0.571428567,-1.599016001,3.322259132,1.034482761,-2.602230512
8/3/1993,0.004365079,-0.018998154,3.744939324,0.556173526,-0.88028169,0,-0.793650728,0,-3.125000003,0.160771711,1.706484638,0
8/4/1993,0.004365079,0.011000566,2.439024347,-0.553097345,0.266429831,2.395209567,4.038709617,1.136363628,-1.548387098,-1.605136444,2.013422824,1.297709918
8/5/1993,0.004365079,-0.108940569,-1.238095271,1.001112363,0.97431356,2.485380132,-0.781346892,-1.123595498,-4.980340764,-2.120717789,0.328947377,3.240391892
8/6/1993,0.004365079,0.161129632,-2.410800354,-0.44052865,0.614035079,0,0,0,0,-1.833333328,0.655737699,-1.824817513
8/9/1993,0.004365079,0.482158698,1.284585024,-1.548672542,0,-2.425107004,-1.562499934,0,1.79310345,1.188455016,2.605863191,0.594795539
8/10/1993,0.004365079,-0.128916823,4.878048693,-2.359550585,1.220575413,1.315789521,0.799999998,0,0,0.503355705,-0.634920629,1.256467104
8/11/1993,0.004365079,0.141099393,-2.325581356,-2.071346367,0.344530577,5.916305884,-2.368354757,0,1.626016262,0.500834725,0.319488826,3.795620416
8/12/1993,0.004365079,-0.288582781,2.380952339,2.115158628,1.459227475,-2.1798365,0,0.568181814,-3.333333336,-0.830564798,0,2.461322066
8/13/1993,0.004365079,0.181163971,1.209302358,1.956271584,0.338409475,6.963788315,0,-0.564971747,3.448275865,-0.837520932,-0.955414015,2.95126976
8/16/1993,0.004365079,0.512307803,-1.194852973,2.483069985,0,8.59375,0,0,-1.600000001,0.506756757,0.321543394,1.133333328
8/17/1993,0.004365079,0.3114841,2.32558145,-0.44052865,-0.590219232,-3.956834533,3.225806393,0,1.626016262,-0.840336128,0,0
8/18/1993,0.004365079,0.572633265,-1.090909112,-0.553097345,0.254452934,4.119850187,0,-0.568181814,1.733333335,-2.881355927,0.320512829,0
8/19/1993,0.004365079,0.041008468,1.102941199,0,-1.184433163,2.038369274,-1.562499934,0,-1.703800788,1.221640476,-0.958466456,0
8/20/1993,0.004365079,0.011000598,1.090909112,5.895439408,1.198630136,1.997649836,0,0.571428567,0,-2.586206899,-1.290322592,0
8/23/1993,0.004365079,-0.108940646,-1.079136712,-3.256302542,-0.846023688,3.801843319,-3.174603194,-0.568181814,3.333333336,1.238938061,0,0.527356625
8/24/1993,0.004365079,0.884892195,0,1.954397425,2.986348112,-1.886792464,0,0.571428567,-8.000000007,3.146853149,-0.653594765,0
8/25/1993,0.004365079,0.061018615,0,0.425985068,-0.579950281,0,3.278688546,0,5.189340818,0.338983044,0,-0.524590164
8/26/1993,0.004365079,0.061018606,0,0.954400863,4.083333322,-1.809954741,-4.761904792,0,-3.333333336,0.675675683,0,0
8/27/1993,0.004365079,-0.058982551,1.090909112,0,0,3.801843319,0,-0.568181814,3.448275865,-1.00671141,-0.328947353,-1.120632823
8/30/1993,0.004365079,0.301453423,-1.079136712,0,2.321857493,0,-5.000000033,0,1.733333335,-1.016949153,0,-1.733333323
8/31/1993,0.004365079,0.452018606,1.090909112,0.945378128,0.547730837,-1.886792464,2.638596502,0,0,-0.342465747,0,0.542740841
9/1/1993,0.004761905,0.042008801,-1.079136712,0,0,-1.809954741,4.266374985,0.571428567,0,2.577319569,0,-0.539811066
9/2/1993,0.004761905,-0.177841709,-1.090909112,-2.289281968,0,-1.958525357,-3.278688546,0,0,-1.675041864,0.660066,-2.917232048
9/3/1993,0.004761905,0.062019278,1.102941199,0,-1.089494178,0,-1.694915266,0,0,-1.873935259,0.98360656,-1.816911241
9/7/1993,0.004761905,-0.765058437,1.090909112,1.384451536,-0.314712824,-1.997649795,-1.724137943,2.272727288,0,0.694444431,0.974025976,-0.64056939
9/8/1993,0.004761905,-0.665773903,-1.079136712,-1.36554621,0.552486195,2.038369274,-1.754385977,-0.555555582,1.572739189,1.206896559,0,-1.862464173
9/9/1993,0.004761905,0.392769346,1.090909112,0.95846643,-0.784929356,-1.997649795,-1.785714211,-0.558659214,6.45161294,2.725724009,0.321543394,0.656934301
9/10/1993,0.004761905,0.835470718,3.417266177,1.793248952,4.19303798,4.07673859,3.63636357,-0.561797749,-1.454545475,1.492537315,0.320512829,-2.465554739
9/13/1993,0.004761905,-0.007999659,3.217391286,-1.347150251,-0.531511017,1.843317962,-0.884210525,0.564971747,-3.075030762,2.450980394,-0.319488826,-0.669145022
9/14/1993,0.004761905,-0.516660637,-3.117101921,-0.420168082,-1.679389312,1.923076934,-4.418011846,-0.561797749,-3.172588835,-2.23285486,0,-0.673652689
9/15/1993,0.004761905,0.352620189,0,0.843881849,-0.776397515,3.773584889,-3.703703727,0,-1.703800788,1.794453502,-0.641025635,4.596834985
9/20/1993,0.004761905,-0.556446061,1.021276567,-0.424178131,-1.127214169,-1.812366727,-2.083333379,0,1.67741936,0.480769231,0,0.665188454
9/21/1993,0.004761905,-0.576332744,-2.106149986,0,-1.384364817,0.977198694,0,0,-3.17258884,-1.11642742,-1.916932908,0.587371528
9/22/1993,0.004761905,0.83547067,1.118760816,0.425985066,1.156069363,0,-1.055319141,0.561797746,3.276539982,0.483870968,0.977198685,1.313868626
9/23/1993,0.004761905,0.4630689,0,0.954400879,-0.326530614,2.688172063,1.066574911,1.117318454,6.345177658,4.173354731,0.967741947,0.576368848
9/24/1993,0.004761905,0.0820336,0,0.420168043,-3.439803436,1.675392656,0,-0.552486181,4.415274512,0,1.277955272,-1.217765043
9/27/1993,0.004761905,0.764910591,0,2.824267798,2.968617469,5.252317204,6.382978769,1.111111098,-2.85714292,-1.540832056,1.577287055,-0.65264683
9/28/1993,0.004761905,0.072025979,2.127659514,0.406917576,0.906095553,0,0,0.549450543,-2.941176449,0.469483568,2.173913055,1.313868626
9/29/1993,0.004761905,-0.167858934,-2.083333275,0.911854132,-1.142857141,-4.990215269,-3.999999996,0,-1.454545457,-1.86915888,0.303951357,6.772334278
9/30/1993,0.004761905,-0.077969651,1.021276567,-2.20883534,0.247729147,-1.647785774,2.083333379,-1.092896162,-1.599015995,0,0.303030314,8.164642359
10/1/1993,0.003968254,0.330545157,2.190395982,2.258726898,1.729818779,0,-4.08163274,0,7.874999978,2.222222218,0.604229607,8.608858414
10/4/1993,0.003968254,0.070024466,-1.071723056,-0.401606438,-0.242914977,0,0,0.552486181,2.896871445,0.46583851,0.90090089,-1.493394623
10/5/1993,0.003968254,-0.029995514,0,0.806451603,-0.324675326,0,3.200000005,0,-1.463963959,0,-2.380952381,2.040816337
10/6/1993,0.003968254,0,1.08333339,0.500000016,-1.140065145,1.675392656,1.022596161,1.098901086,-27.08571432,-2.163833071,1.524390255,-0.514285702
10/7/1993,0.003968254,-0.289579885,0,0,-2.635914332,-1.647785774,-4.08163274,1.086956539,-5.956112855,0.631911539,0,-2.010338896
10/8/1993,0.003968254,0.17014461,0,-0.895522381,0,0,2.127659622,-1.075268834,-4.166666663,-0.470957614,0,1.524032813
